Target,Run,Feature,MeanAbsSHAP_Monomer
Mutagenic,49,Chi3v,0.008043952896576834
Mutagenic,49,Chi4n,0.010918959430388356
Mutagenic,49,EState_VSA2,0.007011544540302684
Mutagenic,49,EState_VSA9,0.01985830139998198
Mutagenic,49,HallKierAlpha,0.007337659849183827
Mutagenic,49,HeavyAtomCount,0.0020278617555966744
Mutagenic,49,HeavyAtomMolWt,0.011680595663676328
Mutagenic,49,Kappa1,0.014469795549543241
Mutagenic,49,Kappa2,0.011456547412639734
Mutagenic,49,Kappa3,0.011138713230247559
Mutagenic,49,MaxAbsEStateIndex,0.008374516059195161
Mutagenic,49,MaxAbsPartialCharge,0.009017494602691817
Mutagenic,49,MaxEStateIndex,0.009136937762383869
Mutagenic,49,MaxPartialCharge,0.011489168925504023
Mutagenic,49,MinAbsEStateIndex,0.008861044946064524
Mutagenic,49,MinAbsPartialCharge,0.012694269445256937
Mutagenic,49,MinEStateIndex,0.011462111893692197
Mutagenic,49,MinPartialCharge,0.008862896612795476
Mutagenic,49,MolLogP,0.007666629996428923
Mutagenic,49,MolMR,0.017103803542724765
Mutagenic,49,MolWt,0.009155422135212284
Mutagenic,49,NumValenceElectrons,0.0064755933829490735
Mutagenic,49,PEOE_VSA1,0.006142909193219605
Mutagenic,49,PEOE_VSA6,0.008337864639455284
Mutagenic,49,SMR_VSA1,0.008218657279462515
Mutagenic,49,SMR_VSA10,0.029524881778072734
Mutagenic,49,SlogP_VSA2,0.011659211867990779
Mutagenic,49,SlogP_VSA3,0.02798385032537325
Mutagenic,49,TPSA,0.007480884400961337
Mutagenic,49,VSA_EState1,0.003702369348796743
Mutagenic,49,VSA_EState10,0.006090456968622269
Mutagenic,49,VSA_EState5,0.0073420374889378885
Mutagenic,49,VSA_EState6,0.010571551738145463
Mutagenic,49,VSA_EState8,0.009310508582811338
Mutagenic,50,BalabanJ,0.016026499450954957
Mutagenic,50,BertzCT,0.012614403783537436
Mutagenic,50,Chi0,0.0024181804117595486
Mutagenic,50,Chi0n,0.004209311561444215
Mutagenic,50,Chi0v,0.01209658866430481
Mutagenic,50,Chi1n,0.0035091313341099346
Mutagenic,50,Chi1v,0.005420819039753545
Mutagenic,50,Chi2n,0.008087377880894094
Mutagenic,50,Chi2v,0.005881529250450674
Mutagenic,50,Chi3n,0.0071472428861177415
Mutagenic,50,Chi3v,0.00451223481312082
Mutagenic,50,Chi4n,0.01730422156413447
Mutagenic,50,Chi4v,0.006572636918297916
Mutagenic,50,EState_VSA5,0.004330509643178252
Mutagenic,50,EState_VSA9,0.018224115366152833
Mutagenic,50,HallKierAlpha,0.016601718139638268
Mutagenic,50,HeavyAtomMolWt,0.01138301086336099
Mutagenic,50,Kappa1,0.013380117794686456
Mutagenic,50,Kappa2,0.009492223618172927
Mutagenic,50,Kappa3,0.010956743217498788
Mutagenic,50,MaxAbsEStateIndex,0.011123029739465197
Mutagenic,50,MaxAbsPartialCharge,0.00789864527357501
Mutagenic,50,MaxEStateIndex,0.009489154833589471
Mutagenic,50,MaxPartialCharge,0.012287924444519944
Mutagenic,50,MinAbsEStateIndex,0.0081153089354357
Mutagenic,50,MinAbsPartialCharge,0.011300728781770887
Mutagenic,50,MinEStateIndex,0.008404693370539399
Mutagenic,50,MinPartialCharge,0.010688289441224285
Mutagenic,50,MolLogP,0.009175543756335192
Mutagenic,50,MolMR,0.013600097035332747
Mutagenic,50,MolWt,0.007379211913809676
Mutagenic,50,NumValenceElectrons,0.003815379625241216
Mutagenic,50,PEOE_VSA6,0.008596345273037494
Mutagenic,50,PEOE_VSA7,0.013483981873909515
Mutagenic,50,PEOE_VSA9,0.007943570665049002
Mutagenic,50,SMR_VSA1,0.008717623462482171
Mutagenic,50,SMR_VSA10,0.053795331234957215
Mutagenic,50,SMR_VSA5,0.004086413018728462
Mutagenic,50,SlogP_VSA2,0.01105486787919008
Mutagenic,50,SlogP_VSA3,0.02530800880918476
Mutagenic,50,SlogP_VSA5,0.005491602538202992
Mutagenic,50,VSA_EState1,0.005502376350041636
Mutagenic,50,VSA_EState10,0.005543842432401911
Mutagenic,50,VSA_EState5,0.009466755099541284
Mutagenic,50,VSA_EState8,0.005715934369238098
