Target,Mode,Run,Function,N_test_in_function,Correct_in_function,Accuracy_in_function,TN_in_function,FP_in_function,FN_in_function,TP_in_function
Mutagenic,Binary (2 vs others),33,Catalyst,20,14,70.0,12.0,3.0,3.0,2.0
Mutagenic,Binary (2 vs others),33,Initiator,13,10,76.92307692307693,8.0,1.0,2.0,2.0
Mutagenic,Binary (2 vs others),33,Heat_stabilizer,5,3,60.0,3.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),33,Antioxidant,11,8,72.72727272727273,7.0,2.0,1.0,1.0
Mutagenic,Binary (2 vs others),33,Flame_retardant,8,5,62.5,5.0,2.0,1.0,0.0
Mutagenic,Binary (2 vs others),33,Blowing_agent,2,0,0.0,0.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),33,Stabilizer,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),34,Colorant,73,62,84.93150684931507,60.0,1.0,10.0,2.0
Mutagenic,Binary (2 vs others),34,Filler,34,29,85.29411764705883,27.0,0.0,5.0,2.0
Mutagenic,Binary (2 vs others),34,Intermediate,39,31,79.48717948717949,30.0,0.0,8.0,1.0
Mutagenic,Binary (2 vs others),34,Other_Processing_Aids,58,46,79.3103448275862,43.0,0.0,12.0,3.0
Mutagenic,Binary (2 vs others),34,Antioxidant,13,11,84.61538461538461,10.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),34,Biocide,18,14,77.77777777777779,13.0,0.0,4.0,1.0
Mutagenic,Binary (2 vs others),34,Crosslinking_agent,24,18,75.0,16.0,0.0,6.0,2.0
Mutagenic,Binary (2 vs others),34,Heat_stabilizer,4,3,75.0,3.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),34,Light_stabilizer,13,11,84.61538461538461,11.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),34,Lubricant,31,23,74.19354838709677,22.0,0.0,8.0,1.0
Mutagenic,Binary (2 vs others),34,Plasticizer,16,14,87.5,14.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),34,Solvent,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),34,Catalyst,17,13,76.47058823529412,11.0,0.0,4.0,2.0
Mutagenic,Binary (2 vs others),34,Initiator,11,9,81.81818181818183,8.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),34,Monomer,9,9,100.0,9.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),34,Odor_Agent,10,7,70.0,6.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),34,Blowing_agent,1,0,0.0,0.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),34,Viscosity_modifier,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),34,NIAS,3,2,66.66666666666666,2.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),34,Impurity,2,1,50.0,1.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),34,Flame_retardant,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),34,Antistatic_agent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),35,Colorant,70,61,87.14285714285714,58.0,3.0,6.0,3.0
Mutagenic,Binary (2 vs others),35,Filler,28,25,89.28571428571429,25.0,2.0,1.0,0.0
Mutagenic,Binary (2 vs others),35,Intermediate,35,32,91.42857142857143,30.0,1.0,2.0,2.0
Mutagenic,Binary (2 vs others),35,Lubricant,23,21,91.30434782608695,21.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),35,Monomer,14,12,85.71428571428571,12.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),35,Other_Processing_Aids,47,40,85.1063829787234,39.0,2.0,5.0,1.0
Mutagenic,Binary (2 vs others),35,Plasticizer,10,9,90.0,9.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),35,Biocide,21,19,90.47619047619048,19.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),35,Odor_Agent,14,11,78.57142857142857,11.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),35,Antioxidant,13,11,84.61538461538461,11.0,2.0,0.0,0.0
Mutagenic,Binary (2 vs others),35,Light_stabilizer,16,12,75.0,11.0,1.0,3.0,1.0
Mutagenic,Binary (2 vs others),35,Catalyst,15,11,73.33333333333333,11.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),35,Solvent,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),35,Flame_retardant,8,6,75.0,6.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),35,Crosslinking_agent,11,10,90.9090909090909,10.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),35,Initiator,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),35,Antistatic_agent,3,2,66.66666666666666,2.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),35,Blowing_agent,2,1,50.0,1.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),35,Surfactant,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),35,Stabilizer,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),35,Impact_modifier,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),35,Heat_stabilizer,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),36,Blowing_agent,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),36,Catalyst,18,15,83.33333333333334,14.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),36,Colorant,77,67,87.01298701298701,66.0,2.0,8.0,1.0
Mutagenic,Binary (2 vs others),36,Crosslinking_agent,26,22,84.61538461538461,21.0,1.0,3.0,1.0
Mutagenic,Binary (2 vs others),36,Initiator,8,6,75.0,6.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),36,Lubricant,36,30,83.33333333333334,30.0,2.0,4.0,0.0
Mutagenic,Binary (2 vs others),36,Other_Processing_Aids,74,61,82.43243243243244,61.0,2.0,11.0,0.0
Mutagenic,Binary (2 vs others),36,Filler,40,32,80.0,32.0,1.0,7.0,0.0
Mutagenic,Binary (2 vs others),36,Plasticizer,22,18,81.81818181818183,18.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),36,Odor_Agent,14,12,85.71428571428571,12.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),36,Intermediate,40,33,82.5,32.0,1.0,6.0,1.0
Mutagenic,Binary (2 vs others),36,Antistatic_agent,7,7,100.0,7.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),36,Flame_retardant,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),36,Biocide,21,18,85.71428571428571,17.0,2.0,1.0,1.0
Mutagenic,Binary (2 vs others),36,Monomer,16,14,87.5,14.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),36,Light_stabilizer,22,20,90.9090909090909,19.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),36,Solvent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),36,Antioxidant,16,15,93.75,14.0,0.0,1.0,1.0
Mutagenic,Binary (2 vs others),36,Heat_stabilizer,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),36,Viscosity_modifier,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),36,NIAS,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),36,Impurity,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),37,Catalyst,19,17,89.47368421052632,15.0,0.0,2.0,2.0
Mutagenic,Binary (2 vs others),37,Crosslinking_agent,16,15,93.75,13.0,0.0,1.0,2.0
Mutagenic,Binary (2 vs others),37,Initiator,9,8,88.88888888888889,7.0,0.0,1.0,1.0
Mutagenic,Binary (2 vs others),37,Colorant,60,55,91.66666666666666,54.0,1.0,4.0,1.0
Mutagenic,Binary (2 vs others),37,Filler,28,25,89.28571428571429,25.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),37,Intermediate,30,26,86.66666666666667,25.0,0.0,4.0,1.0
Mutagenic,Binary (2 vs others),37,Odor_Agent,11,11,100.0,11.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),37,Other_Processing_Aids,52,45,86.53846153846155,45.0,2.0,5.0,0.0
Mutagenic,Binary (2 vs others),37,Lubricant,19,16,84.21052631578947,16.0,2.0,1.0,0.0
Mutagenic,Binary (2 vs others),37,Biocide,21,19,90.47619047619048,18.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),37,Monomer,15,13,86.66666666666667,13.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),37,Plasticizer,18,14,77.77777777777779,14.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),37,Flame_retardant,5,3,60.0,3.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),37,Antistatic_agent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),37,Antioxidant,13,10,76.92307692307693,9.0,1.0,2.0,1.0
Mutagenic,Binary (2 vs others),37,Light_stabilizer,15,13,86.66666666666667,12.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),37,Heat_stabilizer,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),37,Blowing_agent,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),37,Solvent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),37,Viscosity_modifier,2,1,50.0,1.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),37,Surfactant,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),37,Stabilizer,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),38,Biocide,25,22,88.0,21.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),38,Colorant,73,63,86.3013698630137,56.0,3.0,7.0,7.0
Mutagenic,Binary (2 vs others),38,Filler,32,25,78.125,25.0,1.0,6.0,0.0
Mutagenic,Binary (2 vs others),38,Intermediate,42,36,85.71428571428571,32.0,1.0,5.0,4.0
Mutagenic,Binary (2 vs others),38,Lubricant,31,27,87.09677419354838,27.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),38,Odor_Agent,21,19,90.47619047619048,18.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),38,Other_Processing_Aids,57,49,85.96491228070175,47.0,1.0,7.0,2.0
Mutagenic,Binary (2 vs others),38,Plasticizer,18,15,83.33333333333334,15.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),38,Monomer,16,14,87.5,14.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),38,Antioxidant,18,16,88.88888888888889,15.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),38,Catalyst,21,19,90.47619047619048,17.0,1.0,1.0,2.0
Mutagenic,Binary (2 vs others),38,Crosslinking_agent,22,20,90.9090909090909,18.0,1.0,1.0,2.0
Mutagenic,Binary (2 vs others),38,Flame_retardant,7,4,57.14285714285714,4.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),38,Initiator,7,7,100.0,6.0,0.0,0.0,1.0
Mutagenic,Binary (2 vs others),38,Light_stabilizer,28,25,89.28571428571429,23.0,1.0,2.0,2.0
Mutagenic,Binary (2 vs others),38,Blowing_agent,4,2,50.0,2.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),38,Heat_stabilizer,10,10,100.0,10.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),38,Viscosity_modifier,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),38,Antistatic_agent,5,3,60.0,3.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),38,NIAS,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),39,Catalyst,18,15,83.33333333333334,13.0,2.0,1.0,2.0
Mutagenic,Binary (2 vs others),39,Crosslinking_agent,25,19,76.0,18.0,3.0,3.0,1.0
Mutagenic,Binary (2 vs others),39,Initiator,10,8,80.0,7.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),39,Colorant,62,54,87.09677419354838,50.0,2.0,6.0,4.0
Mutagenic,Binary (2 vs others),39,Filler,28,23,82.14285714285714,22.0,2.0,3.0,1.0
Mutagenic,Binary (2 vs others),39,Lubricant,19,15,78.94736842105263,15.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),39,Other_Processing_Aids,51,43,84.31372549019608,41.0,3.0,5.0,2.0
Mutagenic,Binary (2 vs others),39,Antioxidant,16,14,87.5,12.0,1.0,1.0,2.0
Mutagenic,Binary (2 vs others),39,Intermediate,32,28,87.5,26.0,1.0,3.0,2.0
Mutagenic,Binary (2 vs others),39,Monomer,21,18,85.71428571428571,18.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),39,Heat_stabilizer,10,9,90.0,9.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),39,Light_stabilizer,22,19,86.36363636363636,18.0,1.0,2.0,1.0
Mutagenic,Binary (2 vs others),39,Flame_retardant,9,7,77.77777777777779,7.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),39,Blowing_agent,2,1,50.0,1.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),39,Plasticizer,19,15,78.94736842105263,14.0,2.0,2.0,1.0
Mutagenic,Binary (2 vs others),39,Antistatic_agent,6,5,83.33333333333334,5.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),39,Biocide,14,13,92.85714285714286,12.0,0.0,1.0,1.0
Mutagenic,Binary (2 vs others),39,Odor_Agent,16,13,81.25,13.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),39,Solvent,4,3,75.0,3.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),39,Viscosity_modifier,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),40,Colorant,68,62,91.17647058823529,59.0,0.0,6.0,3.0
Mutagenic,Binary (2 vs others),40,Crosslinking_agent,21,19,90.47619047619048,17.0,0.0,2.0,2.0
Mutagenic,Binary (2 vs others),40,Intermediate,43,37,86.04651162790698,35.0,1.0,5.0,2.0
Mutagenic,Binary (2 vs others),40,Lubricant,42,39,92.85714285714286,38.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),40,Other_Processing_Aids,70,62,88.57142857142857,58.0,1.0,7.0,4.0
Mutagenic,Binary (2 vs others),40,Initiator,12,11,91.66666666666666,9.0,0.0,1.0,2.0
Mutagenic,Binary (2 vs others),40,Antioxidant,16,15,93.75,15.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),40,Heat_stabilizer,6,5,83.33333333333334,5.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),40,Light_stabilizer,18,17,94.44444444444444,16.0,0.0,1.0,1.0
Mutagenic,Binary (2 vs others),40,Filler,36,34,94.44444444444444,32.0,0.0,2.0,2.0
Mutagenic,Binary (2 vs others),40,Monomer,16,15,93.75,15.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),40,Solvent,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),40,Plasticizer,19,16,84.21052631578947,15.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),40,Biocide,20,18,90.0,18.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),40,Odor_Agent,17,15,88.23529411764706,14.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),40,Catalyst,17,15,88.23529411764706,13.0,0.0,2.0,2.0
Mutagenic,Binary (2 vs others),40,Viscosity_modifier,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),40,Antistatic_agent,5,4,80.0,4.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),40,Flame_retardant,7,5,71.42857142857143,5.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),40,Blowing_agent,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),41,Colorant,65,52,80.0,48.0,2.0,11.0,4.0
Mutagenic,Binary (2 vs others),41,Lubricant,29,22,75.86206896551724,21.0,2.0,5.0,1.0
Mutagenic,Binary (2 vs others),41,Light_stabilizer,20,16,80.0,15.0,2.0,2.0,1.0
Mutagenic,Binary (2 vs others),41,Antioxidant,23,20,86.95652173913044,19.0,1.0,2.0,1.0
Mutagenic,Binary (2 vs others),41,Biocide,24,21,87.5,20.0,1.0,2.0,1.0
Mutagenic,Binary (2 vs others),41,Monomer,19,15,78.94736842105263,15.0,0.0,4.0,0.0
Mutagenic,Binary (2 vs others),41,Odor_Agent,16,12,75.0,11.0,1.0,3.0,1.0
Mutagenic,Binary (2 vs others),41,Crosslinking_agent,26,22,84.61538461538461,21.0,1.0,3.0,1.0
Mutagenic,Binary (2 vs others),41,Flame_retardant,6,3,50.0,3.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),41,Intermediate,41,30,73.17073170731707,29.0,1.0,10.0,1.0
Mutagenic,Binary (2 vs others),41,Other_Processing_Aids,65,50,76.92307692307693,47.0,3.0,12.0,3.0
Mutagenic,Binary (2 vs others),41,Catalyst,16,12,75.0,11.0,1.0,3.0,1.0
Mutagenic,Binary (2 vs others),41,Filler,36,28,77.77777777777779,25.0,1.0,7.0,3.0
Mutagenic,Binary (2 vs others),41,Plasticizer,21,16,76.19047619047619,15.0,1.0,4.0,1.0
Mutagenic,Binary (2 vs others),41,Initiator,11,9,81.81818181818183,8.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),41,Heat_stabilizer,9,8,88.88888888888889,8.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),41,Antistatic_agent,3,2,66.66666666666666,2.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),41,Viscosity_modifier,4,2,50.0,2.0,2.0,0.0,0.0
Mutagenic,Binary (2 vs others),41,Solvent,4,3,75.0,3.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),41,NIAS,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),41,Impurity,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),41,Unspecified_additive,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),42,Catalyst,22,18,81.81818181818183,16.0,2.0,2.0,2.0
Mutagenic,Binary (2 vs others),42,Colorant,62,55,88.70967741935483,53.0,2.0,5.0,2.0
Mutagenic,Binary (2 vs others),42,Filler,35,29,82.85714285714286,29.0,1.0,5.0,0.0
Mutagenic,Binary (2 vs others),42,Flame_retardant,6,2,33.33333333333333,2.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),42,Intermediate,41,34,82.92682926829268,32.0,2.0,5.0,2.0
Mutagenic,Binary (2 vs others),42,Lubricant,30,24,80.0,24.0,2.0,4.0,0.0
Mutagenic,Binary (2 vs others),42,Other_Processing_Aids,58,47,81.03448275862068,47.0,3.0,8.0,0.0
Mutagenic,Binary (2 vs others),42,Plasticizer,19,12,63.1578947368421,12.0,3.0,4.0,0.0
Mutagenic,Binary (2 vs others),42,Crosslinking_agent,26,21,80.76923076923077,20.0,3.0,2.0,1.0
Mutagenic,Binary (2 vs others),42,Initiator,13,12,92.3076923076923,11.0,1.0,0.0,1.0
Mutagenic,Binary (2 vs others),42,Antioxidant,15,12,80.0,11.0,1.0,2.0,1.0
Mutagenic,Binary (2 vs others),42,Heat_stabilizer,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),42,Light_stabilizer,18,13,72.22222222222221,12.0,2.0,3.0,1.0
Mutagenic,Binary (2 vs others),42,Monomer,25,23,92.0,23.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),42,Biocide,21,17,80.95238095238095,17.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),42,Odor_Agent,18,15,83.33333333333334,15.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),42,Antistatic_agent,6,4,66.66666666666666,4.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),42,Solvent,5,3,60.0,3.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),42,Blowing_agent,1,0,0.0,0.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),42,Viscosity_modifier,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),43,Colorant,66,57,86.36363636363636,55.0,3.0,6.0,2.0
Mutagenic,Binary (2 vs others),43,Light_stabilizer,20,17,85.0,16.0,1.0,2.0,1.0
Mutagenic,Binary (2 vs others),43,Lubricant,27,21,77.77777777777779,20.0,1.0,5.0,1.0
Mutagenic,Binary (2 vs others),43,Intermediate,34,27,79.41176470588235,25.0,2.0,5.0,2.0
Mutagenic,Binary (2 vs others),43,Biocide,19,15,78.94736842105263,15.0,2.0,2.0,0.0
Mutagenic,Binary (2 vs others),43,Filler,31,26,83.87096774193549,25.0,2.0,3.0,1.0
Mutagenic,Binary (2 vs others),43,Odor_Agent,19,15,78.94736842105263,14.0,1.0,3.0,1.0
Mutagenic,Binary (2 vs others),43,Other_Processing_Aids,55,46,83.63636363636363,44.0,2.0,7.0,2.0
Mutagenic,Binary (2 vs others),43,Plasticizer,19,15,78.94736842105263,15.0,0.0,4.0,0.0
Mutagenic,Binary (2 vs others),43,Antioxidant,17,15,88.23529411764706,14.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),43,Antistatic_agent,8,6,75.0,6.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),43,Catalyst,20,16,80.0,14.0,1.0,3.0,2.0
Mutagenic,Binary (2 vs others),43,Crosslinking_agent,16,13,81.25,10.0,1.0,2.0,3.0
Mutagenic,Binary (2 vs others),43,Monomer,17,15,88.23529411764706,15.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),43,Blowing_agent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),43,Flame_retardant,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),43,Viscosity_modifier,3,1,33.33333333333333,1.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),43,Initiator,9,7,77.77777777777779,5.0,0.0,2.0,2.0
Mutagenic,Binary (2 vs others),43,Stabilizer,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),43,Heat_stabilizer,7,7,100.0,7.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),43,Solvent,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),44,Intermediate,43,35,81.3953488372093,33.0,1.0,7.0,2.0
Mutagenic,Binary (2 vs others),44,Monomer,13,12,92.3076923076923,12.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),44,Antioxidant,21,18,85.71428571428571,18.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),44,Colorant,62,52,83.87096774193549,50.0,2.0,8.0,2.0
Mutagenic,Binary (2 vs others),44,Crosslinking_agent,21,16,76.19047619047619,15.0,2.0,3.0,1.0
Mutagenic,Binary (2 vs others),44,Light_stabilizer,21,18,85.71428571428571,18.0,2.0,1.0,0.0
Mutagenic,Binary (2 vs others),44,Lubricant,29,21,72.41379310344827,21.0,0.0,8.0,0.0
Mutagenic,Binary (2 vs others),44,Other_Processing_Aids,62,50,80.64516129032258,50.0,3.0,9.0,0.0
Mutagenic,Binary (2 vs others),44,Plasticizer,20,14,70.0,14.0,1.0,5.0,0.0
Mutagenic,Binary (2 vs others),44,Biocide,23,18,78.26086956521739,18.0,1.0,4.0,0.0
Mutagenic,Binary (2 vs others),44,Catalyst,16,12,75.0,11.0,1.0,3.0,1.0
Mutagenic,Binary (2 vs others),44,Filler,33,27,81.81818181818183,27.0,0.0,6.0,0.0
Mutagenic,Binary (2 vs others),44,Initiator,8,7,87.5,6.0,1.0,0.0,1.0
Mutagenic,Binary (2 vs others),44,Viscosity_modifier,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),44,Antistatic_agent,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),44,Odor_Agent,12,10,83.33333333333334,10.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),44,Solvent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),44,Heat_stabilizer,7,7,100.0,7.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),44,Blowing_agent,1,0,0.0,0.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),44,Flame_retardant,7,5,71.42857142857143,5.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),44,Unspecified_additive,1,0,0.0,0.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),45,Antioxidant,20,20,100.0,18.0,0.0,0.0,2.0
Mutagenic,Binary (2 vs others),45,Filler,32,24,75.0,22.0,1.0,7.0,2.0
Mutagenic,Binary (2 vs others),45,Heat_stabilizer,10,9,90.0,9.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),45,Light_stabilizer,22,18,81.81818181818183,18.0,0.0,4.0,0.0
Mutagenic,Binary (2 vs others),45,Lubricant,23,19,82.6086956521739,18.0,0.0,4.0,1.0
Mutagenic,Binary (2 vs others),45,Other_Processing_Aids,60,50,83.33333333333334,47.0,2.0,8.0,3.0
Mutagenic,Binary (2 vs others),45,Biocide,16,15,93.75,13.0,0.0,1.0,2.0
Mutagenic,Binary (2 vs others),45,Colorant,60,50,83.33333333333334,48.0,1.0,9.0,2.0
Mutagenic,Binary (2 vs others),45,Intermediate,23,20,86.95652173913044,19.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),45,Plasticizer,14,9,64.28571428571429,9.0,1.0,4.0,0.0
Mutagenic,Binary (2 vs others),45,Crosslinking_agent,20,17,85.0,16.0,2.0,1.0,1.0
Mutagenic,Binary (2 vs others),45,Monomer,11,10,90.9090909090909,10.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),45,Catalyst,16,12,75.0,11.0,1.0,3.0,1.0
Mutagenic,Binary (2 vs others),45,Initiator,8,7,87.5,6.0,1.0,0.0,1.0
Mutagenic,Binary (2 vs others),45,Flame_retardant,5,4,80.0,4.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),45,Odor_Agent,10,7,70.0,6.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),45,Blowing_agent,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),45,Antistatic_agent,4,3,75.0,3.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),45,Solvent,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),45,Viscosity_modifier,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),45,Stabilizer,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),46,Intermediate,36,31,86.11111111111111,29.0,1.0,4.0,2.0
Mutagenic,Binary (2 vs others),46,Light_stabilizer,12,12,100.0,12.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),46,Other_Processing_Aids,53,41,77.35849056603774,40.0,2.0,10.0,1.0
Mutagenic,Binary (2 vs others),46,Viscosity_modifier,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),46,Biocide,26,23,88.46153846153845,23.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),46,Colorant,61,50,81.9672131147541,48.0,2.0,9.0,2.0
