Target,Mode,Run,Function,N_test_in_function,Correct_in_function,Accuracy_in_function,TN_in_function,FP_in_function,FN_in_function,TP_in_function
Mutagenic,Binary (2 vs others),21,Monomer,12,9,75.0,9.0,2.0,1.0,0.0
Mutagenic,Binary (2 vs others),21,Intermediate,39,32,82.05128205128204,31.0,1.0,6.0,1.0
Mutagenic,Binary (2 vs others),21,Lubricant,41,33,80.48780487804879,31.0,1.0,7.0,2.0
Mutagenic,Binary (2 vs others),21,Plasticizer,19,16,84.21052631578947,15.0,1.0,2.0,1.0
Mutagenic,Binary (2 vs others),21,Crosslinking_agent,25,19,76.0,17.0,1.0,5.0,2.0
Mutagenic,Binary (2 vs others),21,Filler,40,32,80.0,29.0,1.0,7.0,3.0
Mutagenic,Binary (2 vs others),21,Biocide,29,24,82.75862068965517,23.0,1.0,4.0,1.0
Mutagenic,Binary (2 vs others),21,Odor_Agent,21,16,76.19047619047619,14.0,0.0,5.0,2.0
Mutagenic,Binary (2 vs others),21,Flame_retardant,7,5,71.42857142857143,5.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),21,Impact_modifier,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),21,Heat_stabilizer,6,6,100.0,6.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),21,Viscosity_modifier,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),21,Antistatic_agent,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),21,Blowing_agent,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),21,Unspecified_additive,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),21,Solvent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),22,Colorant,68,58,85.29411764705883,56.0,2.0,8.0,2.0
Mutagenic,Binary (2 vs others),22,Intermediate,32,24,75.0,24.0,1.0,7.0,0.0
Mutagenic,Binary (2 vs others),22,Other_Processing_Aids,49,37,75.51020408163265,36.0,4.0,8.0,1.0
Mutagenic,Binary (2 vs others),22,Antioxidant,11,9,81.81818181818183,9.0,2.0,0.0,0.0
Mutagenic,Binary (2 vs others),22,Monomer,16,14,87.5,14.0,2.0,0.0,0.0
Mutagenic,Binary (2 vs others),22,Odor_Agent,11,11,100.0,10.0,0.0,0.0,1.0
Mutagenic,Binary (2 vs others),22,Biocide,21,19,90.47619047619048,18.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),22,Filler,24,22,91.66666666666666,21.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),22,Lubricant,23,19,82.6086956521739,18.0,2.0,2.0,1.0
Mutagenic,Binary (2 vs others),22,Light_stabilizer,19,16,84.21052631578947,16.0,3.0,0.0,0.0
Mutagenic,Binary (2 vs others),22,Blowing_agent,3,0,0.0,0.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),22,Catalyst,13,10,76.92307692307693,10.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),22,Crosslinking_agent,16,11,68.75,11.0,2.0,3.0,0.0
Mutagenic,Binary (2 vs others),22,Initiator,9,7,77.77777777777779,7.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),22,Flame_retardant,9,5,55.55555555555556,5.0,2.0,2.0,0.0
Mutagenic,Binary (2 vs others),22,Plasticizer,18,14,77.77777777777779,14.0,3.0,1.0,0.0
Mutagenic,Binary (2 vs others),22,Viscosity_modifier,2,1,50.0,1.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),22,Antistatic_agent,4,2,50.0,2.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),22,Heat_stabilizer,7,7,100.0,7.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),22,Solvent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),22,Unspecified_additive,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),22,Surfactant,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),23,Biocide,19,17,89.47368421052632,16.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),23,Colorant,70,61,87.14285714285714,59.0,0.0,9.0,2.0
Mutagenic,Binary (2 vs others),23,Crosslinking_agent,19,15,78.94736842105263,14.0,0.0,4.0,1.0
Mutagenic,Binary (2 vs others),23,Filler,39,30,76.92307692307693,29.0,1.0,8.0,1.0
Mutagenic,Binary (2 vs others),23,Light_stabilizer,16,14,87.5,14.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),23,Lubricant,25,19,76.0,18.0,0.0,6.0,1.0
Mutagenic,Binary (2 vs others),23,Odor_Agent,11,10,90.9090909090909,9.0,0.0,1.0,1.0
Mutagenic,Binary (2 vs others),23,Other_Processing_Aids,67,58,86.56716417910447,56.0,0.0,9.0,2.0
Mutagenic,Binary (2 vs others),23,Plasticizer,13,11,84.61538461538461,11.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),23,Antioxidant,21,18,85.71428571428571,17.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),23,Solvent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),23,Intermediate,39,35,89.74358974358975,33.0,0.0,4.0,2.0
Mutagenic,Binary (2 vs others),23,Catalyst,21,15,71.42857142857143,14.0,0.0,6.0,1.0
Mutagenic,Binary (2 vs others),23,Initiator,11,8,72.72727272727273,8.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),23,Monomer,14,13,92.85714285714286,13.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),23,Heat_stabilizer,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),23,Surfactant,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),23,Blowing_agent,3,1,33.33333333333333,1.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),23,Flame_retardant,5,4,80.0,4.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),23,Antistatic_agent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),23,Viscosity_modifier,2,1,50.0,1.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),23,NIAS,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),23,Unspecified_additive,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),23,Impurity,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),24,Colorant,71,59,83.09859154929578,57.0,4.0,8.0,2.0
Mutagenic,Binary (2 vs others),24,Catalyst,25,23,92.0,20.0,1.0,1.0,3.0
Mutagenic,Binary (2 vs others),24,Crosslinking_agent,27,23,85.18518518518519,20.0,1.0,3.0,3.0
Mutagenic,Binary (2 vs others),24,Initiator,11,11,100.0,9.0,0.0,0.0,2.0
Mutagenic,Binary (2 vs others),24,Intermediate,39,31,79.48717948717949,29.0,4.0,4.0,2.0
Mutagenic,Binary (2 vs others),24,Odor_Agent,20,16,80.0,14.0,0.0,4.0,2.0
Mutagenic,Binary (2 vs others),24,Other_Processing_Aids,59,47,79.66101694915254,44.0,3.0,9.0,3.0
Mutagenic,Binary (2 vs others),24,Biocide,24,18,75.0,17.0,2.0,4.0,1.0
Mutagenic,Binary (2 vs others),24,Plasticizer,17,13,76.47058823529412,13.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),24,Antioxidant,21,15,71.42857142857143,14.0,2.0,4.0,1.0
Mutagenic,Binary (2 vs others),24,Light_stabilizer,21,16,76.19047619047619,15.0,1.0,4.0,1.0
Mutagenic,Binary (2 vs others),24,Flame_retardant,7,2,28.57142857142857,2.0,2.0,3.0,0.0
Mutagenic,Binary (2 vs others),24,Filler,38,29,76.31578947368422,28.0,2.0,7.0,1.0
Mutagenic,Binary (2 vs others),24,Antistatic_agent,5,4,80.0,4.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),24,Monomer,15,12,80.0,12.0,2.0,1.0,0.0
Mutagenic,Binary (2 vs others),24,Lubricant,32,25,78.125,24.0,2.0,5.0,1.0
Mutagenic,Binary (2 vs others),24,Viscosity_modifier,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),24,Blowing_agent,4,2,50.0,2.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),24,Heat_stabilizer,8,7,87.5,7.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),24,Impact_modifier,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),24,Unspecified_additive,1,0,0.0,0.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),24,Solvent,4,2,50.0,2.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),25,Crosslinking_agent,19,17,89.47368421052632,17.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),25,Monomer,18,18,100.0,18.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),25,Other_Processing_Aids,58,51,87.93103448275862,50.0,0.0,7.0,1.0
Mutagenic,Binary (2 vs others),25,Colorant,60,52,86.66666666666667,50.0,1.0,7.0,2.0
Mutagenic,Binary (2 vs others),25,Flame_retardant,5,3,60.0,3.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),25,Lubricant,19,16,84.21052631578947,16.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),25,Intermediate,30,25,83.33333333333334,24.0,0.0,5.0,1.0
Mutagenic,Binary (2 vs others),25,Light_stabilizer,14,13,92.85714285714286,12.0,0.0,1.0,1.0
Mutagenic,Binary (2 vs others),25,Antioxidant,17,15,88.23529411764706,15.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),25,Plasticizer,21,20,95.23809523809523,20.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),25,Odor_Agent,13,12,92.3076923076923,12.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),25,Biocide,18,17,94.44444444444444,17.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),25,Blowing_agent,2,1,50.0,1.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),25,Filler,23,21,91.30434782608695,20.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),25,Antistatic_agent,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),25,Catalyst,16,12,75.0,12.0,0.0,4.0,0.0
Mutagenic,Binary (2 vs others),25,Solvent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),25,Viscosity_modifier,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),25,Initiator,9,8,88.88888888888889,8.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),25,Heat_stabilizer,7,7,100.0,7.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),25,Stabilizer,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),26,Antioxidant,10,8,80.0,8.0,2.0,0.0,0.0
Mutagenic,Binary (2 vs others),26,Catalyst,16,10,62.5,10.0,3.0,3.0,0.0
Mutagenic,Binary (2 vs others),26,Light_stabilizer,18,16,88.88888888888889,14.0,2.0,0.0,2.0
Mutagenic,Binary (2 vs others),26,Lubricant,22,19,86.36363636363636,18.0,1.0,2.0,1.0
Mutagenic,Binary (2 vs others),26,Monomer,15,13,86.66666666666667,13.0,2.0,0.0,0.0
Mutagenic,Binary (2 vs others),26,Other_Processing_Aids,46,38,82.6086956521739,36.0,2.0,6.0,2.0
Mutagenic,Binary (2 vs others),26,Colorant,64,52,81.25,48.0,3.0,9.0,4.0
Mutagenic,Binary (2 vs others),26,Plasticizer,14,13,92.85714285714286,13.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),26,Filler,25,21,84.0,20.0,2.0,2.0,1.0
Mutagenic,Binary (2 vs others),26,Odor_Agent,13,13,100.0,12.0,0.0,0.0,1.0
Mutagenic,Binary (2 vs others),26,Crosslinking_agent,20,15,75.0,14.0,3.0,2.0,1.0
Mutagenic,Binary (2 vs others),26,Initiator,10,7,70.0,7.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),26,Intermediate,30,22,73.33333333333333,21.0,2.0,6.0,1.0
Mutagenic,Binary (2 vs others),26,Blowing_agent,6,3,50.0,3.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),26,Antistatic_agent,7,5,71.42857142857143,5.0,2.0,0.0,0.0
Mutagenic,Binary (2 vs others),26,Biocide,14,13,92.85714285714286,13.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),26,Flame_retardant,5,3,60.0,3.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),26,NIAS,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),26,Impurity,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),26,Heat_stabilizer,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),27,Solvent,4,3,75.0,3.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),27,Biocide,28,23,82.14285714285714,21.0,0.0,5.0,2.0
Mutagenic,Binary (2 vs others),27,Catalyst,19,15,78.94736842105263,14.0,1.0,3.0,1.0
Mutagenic,Binary (2 vs others),27,Colorant,82,72,87.8048780487805,69.0,2.0,8.0,3.0
Mutagenic,Binary (2 vs others),27,Crosslinking_agent,24,21,87.5,19.0,1.0,2.0,2.0
Mutagenic,Binary (2 vs others),27,Filler,40,35,87.5,32.0,1.0,4.0,3.0
Mutagenic,Binary (2 vs others),27,Intermediate,35,30,85.71428571428571,29.0,1.0,4.0,1.0
Mutagenic,Binary (2 vs others),27,Lubricant,28,25,89.28571428571429,22.0,0.0,3.0,3.0
Mutagenic,Binary (2 vs others),27,Odor_Agent,21,17,80.95238095238095,14.0,0.0,4.0,3.0
Mutagenic,Binary (2 vs others),27,Other_Processing_Aids,64,50,78.125,46.0,5.0,9.0,4.0
Mutagenic,Binary (2 vs others),27,Plasticizer,14,10,71.42857142857143,10.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),27,Light_stabilizer,24,21,87.5,20.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),27,Antioxidant,15,13,86.66666666666667,12.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),27,Monomer,14,13,92.85714285714286,13.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),27,Flame_retardant,6,5,83.33333333333334,5.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),27,Initiator,8,6,75.0,6.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),27,Viscosity_modifier,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),27,Heat_stabilizer,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),27,Blowing_agent,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),27,Antistatic_agent,2,1,50.0,1.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),28,Catalyst,17,15,88.23529411764706,13.0,1.0,1.0,2.0
Mutagenic,Binary (2 vs others),28,Colorant,69,58,84.05797101449275,57.0,2.0,9.0,1.0
Mutagenic,Binary (2 vs others),28,Filler,31,27,87.09677419354838,27.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),28,Lubricant,27,23,85.18518518518519,23.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),28,Flame_retardant,9,6,66.66666666666666,6.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),28,Intermediate,47,41,87.2340425531915,39.0,1.0,5.0,2.0
Mutagenic,Binary (2 vs others),28,Crosslinking_agent,25,21,84.0,20.0,0.0,4.0,1.0
Mutagenic,Binary (2 vs others),28,Initiator,10,8,80.0,7.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),28,Biocide,20,17,85.0,16.0,1.0,2.0,1.0
Mutagenic,Binary (2 vs others),28,Other_Processing_Aids,69,57,82.6086956521739,55.0,2.0,10.0,2.0
Mutagenic,Binary (2 vs others),28,Antioxidant,14,14,100.0,13.0,0.0,0.0,1.0
Mutagenic,Binary (2 vs others),28,Blowing_agent,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),28,Monomer,24,23,95.83333333333334,23.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),28,Plasticizer,19,18,94.73684210526315,18.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),28,Heat_stabilizer,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),28,Light_stabilizer,19,17,89.47368421052632,16.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),28,Odor_Agent,16,14,87.5,13.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),28,NIAS,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),28,Impurity,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),28,Viscosity_modifier,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),28,Solvent,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),28,Antistatic_agent,7,6,85.71428571428571,6.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),29,Intermediate,37,28,75.67567567567568,27.0,2.0,7.0,1.0
Mutagenic,Binary (2 vs others),29,Catalyst,24,20,83.33333333333334,19.0,2.0,2.0,1.0
Mutagenic,Binary (2 vs others),29,Crosslinking_agent,26,22,84.61538461538461,21.0,3.0,1.0,1.0
Mutagenic,Binary (2 vs others),29,Initiator,11,11,100.0,10.0,0.0,0.0,1.0
Mutagenic,Binary (2 vs others),29,Odor_Agent,11,9,81.81818181818183,9.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),29,Colorant,59,51,86.4406779661017,49.0,2.0,6.0,2.0
Mutagenic,Binary (2 vs others),29,Filler,32,26,81.25,25.0,2.0,4.0,1.0
Mutagenic,Binary (2 vs others),29,Other_Processing_Aids,55,45,81.81818181818183,44.0,2.0,8.0,1.0
Mutagenic,Binary (2 vs others),29,Plasticizer,13,8,61.53846153846154,8.0,1.0,4.0,0.0
Mutagenic,Binary (2 vs others),29,Antioxidant,15,13,86.66666666666667,12.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),29,Biocide,22,20,90.9090909090909,20.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),29,Heat_stabilizer,5,4,80.0,4.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),29,Lubricant,29,23,79.3103448275862,23.0,2.0,4.0,0.0
Mutagenic,Binary (2 vs others),29,Unspecified_additive,1,0,0.0,0.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),29,Light_stabilizer,21,16,76.19047619047619,16.0,3.0,2.0,0.0
Mutagenic,Binary (2 vs others),29,Monomer,14,13,92.85714285714286,13.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),29,Antistatic_agent,5,3,60.0,3.0,2.0,0.0,0.0
Mutagenic,Binary (2 vs others),29,Viscosity_modifier,2,1,50.0,1.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),29,Flame_retardant,7,5,71.42857142857143,5.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),29,Solvent,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),29,NIAS,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),29,Impurity,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),29,Blowing_agent,2,1,50.0,1.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),30,Colorant,82,69,84.14634146341463,67.0,2.0,11.0,2.0
Mutagenic,Binary (2 vs others),30,Other_Processing_Aids,62,52,83.87096774193549,52.0,2.0,8.0,0.0
Mutagenic,Binary (2 vs others),30,Antistatic_agent,6,4,66.66666666666666,4.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),30,Crosslinking_agent,27,25,92.5925925925926,24.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),30,Filler,34,29,85.29411764705883,29.0,1.0,4.0,0.0
Mutagenic,Binary (2 vs others),30,Plasticizer,25,20,80.0,20.0,2.0,3.0,0.0
Mutagenic,Binary (2 vs others),30,Light_stabilizer,21,15,71.42857142857143,15.0,2.0,4.0,0.0
Mutagenic,Binary (2 vs others),30,Odor_Agent,14,12,85.71428571428571,12.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),30,Biocide,19,14,73.68421052631578,14.0,1.0,4.0,0.0
Mutagenic,Binary (2 vs others),30,Intermediate,45,38,84.44444444444444,37.0,2.0,5.0,1.0
Mutagenic,Binary (2 vs others),30,Lubricant,33,27,81.81818181818183,27.0,2.0,4.0,0.0
Mutagenic,Binary (2 vs others),30,Monomer,20,18,90.0,18.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),30,Antioxidant,18,16,88.88888888888889,15.0,2.0,0.0,1.0
Mutagenic,Binary (2 vs others),30,Blowing_agent,4,3,75.0,3.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),30,Flame_retardant,6,4,66.66666666666666,4.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),30,Initiator,13,13,100.0,12.0,0.0,0.0,1.0
Mutagenic,Binary (2 vs others),30,Catalyst,24,22,91.66666666666666,21.0,1.0,1.0,1.0
Mutagenic,Binary (2 vs others),30,Viscosity_modifier,3,2,66.66666666666666,2.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),30,Heat_stabilizer,7,6,85.71428571428571,6.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),30,Solvent,2,2,100.0,2.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),30,NIAS,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),30,Stabilizer,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),31,Colorant,76,63,82.89473684210526,62.0,3.0,10.0,1.0
Mutagenic,Binary (2 vs others),31,Intermediate,30,24,80.0,24.0,2.0,4.0,0.0
Mutagenic,Binary (2 vs others),31,Other_Processing_Aids,54,38,70.37037037037037,38.0,3.0,13.0,0.0
Mutagenic,Binary (2 vs others),31,Monomer,9,8,88.88888888888889,8.0,1.0,0.0,0.0
Mutagenic,Binary (2 vs others),31,Filler,29,21,72.41379310344827,21.0,2.0,6.0,0.0
Mutagenic,Binary (2 vs others),31,Lubricant,31,18,58.06451612903226,18.0,3.0,10.0,0.0
Mutagenic,Binary (2 vs others),31,Plasticizer,12,6,50.0,6.0,1.0,5.0,0.0
Mutagenic,Binary (2 vs others),31,Light_stabilizer,18,16,88.88888888888889,16.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),31,Catalyst,16,10,62.5,10.0,0.0,6.0,0.0
Mutagenic,Binary (2 vs others),31,Biocide,21,14,66.66666666666666,14.0,3.0,4.0,0.0
Mutagenic,Binary (2 vs others),31,Antioxidant,18,13,72.22222222222221,13.0,1.0,4.0,0.0
Mutagenic,Binary (2 vs others),31,Heat_stabilizer,7,5,71.42857142857143,5.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),31,Odor_Agent,12,9,75.0,9.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),31,Flame_retardant,6,3,50.0,3.0,1.0,2.0,0.0
Mutagenic,Binary (2 vs others),31,Crosslinking_agent,11,7,63.63636363636363,7.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),31,Initiator,5,3,60.0,3.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),31,Viscosity_modifier,1,0,0.0,0.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),31,Blowing_agent,2,0,0.0,0.0,0.0,2.0,0.0
Mutagenic,Binary (2 vs others),31,Solvent,3,3,100.0,3.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),31,Antistatic_agent,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),32,Antioxidant,15,10,66.66666666666666,10.0,2.0,3.0,0.0
Mutagenic,Binary (2 vs others),32,Light_stabilizer,17,13,76.47058823529412,13.0,1.0,3.0,0.0
Mutagenic,Binary (2 vs others),32,Other_Processing_Aids,68,55,80.88235294117648,52.0,1.0,12.0,3.0
Mutagenic,Binary (2 vs others),32,Colorant,78,64,82.05128205128204,61.0,3.0,11.0,3.0
Mutagenic,Binary (2 vs others),32,Heat_stabilizer,4,4,100.0,4.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),32,Catalyst,16,14,87.5,13.0,0.0,2.0,1.0
Mutagenic,Binary (2 vs others),32,Crosslinking_agent,25,21,84.0,20.0,0.0,4.0,1.0
Mutagenic,Binary (2 vs others),32,Filler,40,32,80.0,31.0,0.0,8.0,1.0
Mutagenic,Binary (2 vs others),32,Lubricant,33,27,81.81818181818183,27.0,0.0,6.0,0.0
Mutagenic,Binary (2 vs others),32,Initiator,9,8,88.88888888888889,7.0,0.0,1.0,1.0
Mutagenic,Binary (2 vs others),32,Intermediate,48,38,79.16666666666666,36.0,1.0,9.0,2.0
Mutagenic,Binary (2 vs others),32,Odor_Agent,19,16,84.21052631578947,15.0,0.0,3.0,1.0
Mutagenic,Binary (2 vs others),32,Biocide,23,19,82.6086956521739,18.0,1.0,3.0,1.0
Mutagenic,Binary (2 vs others),32,Plasticizer,24,20,83.33333333333334,19.0,0.0,4.0,1.0
Mutagenic,Binary (2 vs others),32,Monomer,22,19,86.36363636363636,19.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),32,Antistatic_agent,5,4,80.0,4.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),32,Blowing_agent,3,2,66.66666666666666,2.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),32,Flame_retardant,6,3,50.0,3.0,0.0,3.0,0.0
Mutagenic,Binary (2 vs others),32,Solvent,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),32,Stabilizer,1,1,100.0,1.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),33,Colorant,80,67,83.75,65.0,4.0,9.0,2.0
Mutagenic,Binary (2 vs others),33,Solvent,6,6,100.0,6.0,0.0,0.0,0.0
Mutagenic,Binary (2 vs others),33,Filler,34,26,76.47058823529412,25.0,3.0,5.0,1.0
Mutagenic,Binary (2 vs others),33,Other_Processing_Aids,65,50,76.92307692307693,48.0,6.0,9.0,2.0
Mutagenic,Binary (2 vs others),33,Plasticizer,23,17,73.91304347826086,17.0,3.0,3.0,0.0
Mutagenic,Binary (2 vs others),33,Intermediate,44,35,79.54545454545455,34.0,4.0,5.0,1.0
Mutagenic,Binary (2 vs others),33,Crosslinking_agent,28,22,78.57142857142857,20.0,3.0,3.0,2.0
Mutagenic,Binary (2 vs others),33,Lubricant,29,22,75.86206896551724,21.0,3.0,4.0,1.0
Mutagenic,Binary (2 vs others),33,Monomer,15,12,80.0,12.0,2.0,1.0,0.0
Mutagenic,Binary (2 vs others),33,Odor_Agent,13,12,92.3076923076923,12.0,0.0,1.0,0.0
Mutagenic,Binary (2 vs others),33,Antistatic_agent,4,2,50.0,2.0,1.0,1.0,0.0
Mutagenic,Binary (2 vs others),33,Biocide,25,22,88.0,22.0,2.0,1.0,0.0
Mutagenic,Binary (2 vs others),33,Light_stabilizer,17,13,76.47058823529412,13.0,2.0,2.0,0.0
Mutagenic,Binary (2 vs others),33,Viscosity_modifier,2,2,100.0,2.0,0.0,0.0,0.0
