Target,Run,Feature,Importance
Mutagenic,8,Chi1n,0.013052222346335142
Mutagenic,8,Chi1v,0.01901048254014831
Mutagenic,8,Chi2n,0.016204292343309654
Mutagenic,8,Chi2v,0.021052633000748895
Mutagenic,8,Chi3n,0.015507550725862232
Mutagenic,8,Chi4n,0.01838286283202811
Mutagenic,8,Chi4v,0.01716147634386002
Mutagenic,8,EState_VSA2,0.018747381797943278
Mutagenic,8,EState_VSA5,0.013554362092414453
Mutagenic,8,EState_VSA9,0.02832724880816576
Mutagenic,8,HallKierAlpha,0.024868505082611986
Mutagenic,8,HeavyAtomCount,0.005068296168734287
Mutagenic,8,HeavyAtomMolWt,0.022253962996729083
Mutagenic,8,Kappa1,0.03249461136177626
Mutagenic,8,Kappa2,0.029835797807384712
Mutagenic,8,Kappa3,0.028970893443019907
Mutagenic,8,MaxAbsEStateIndex,0.02141040715700348
Mutagenic,8,MaxAbsPartialCharge,0.02545438100431111
Mutagenic,8,MaxEStateIndex,0.022719011339128983
Mutagenic,8,MaxPartialCharge,0.030823576340986245
Mutagenic,8,MinAbsEStateIndex,0.021377550747383022
Mutagenic,8,MinAbsPartialCharge,0.029077964815367174
Mutagenic,8,MinEStateIndex,0.027785004537040497
Mutagenic,8,MinPartialCharge,0.024721485977185438
Mutagenic,8,MolLogP,0.02985705680684412
Mutagenic,8,MolMR,0.04102855051514217
Mutagenic,8,MolWt,0.021023471724222764
Mutagenic,8,NumValenceElectrons,0.009680421756329143
Mutagenic,8,PEOE_VSA6,0.021517438215953564
Mutagenic,8,SMR_VSA1,0.02093379203971303
Mutagenic,8,SMR_VSA10,0.047519577385022486
Mutagenic,8,SlogP_VSA2,0.040810098490838276
Mutagenic,8,SlogP_VSA3,0.04683455684672532
Mutagenic,8,VSA_EState1,0.013155669661528244
Mutagenic,8,VSA_EState10,0.011388848239211158
Mutagenic,8,VSA_EState5,0.021605948215550598
Mutagenic,8,VSA_EState7,0.01334443657893594
Mutagenic,8,VSA_EState8,0.018117959806652234
Mutagenic,9,BalabanJ,0.02071732285021195
Mutagenic,9,BertzCT,0.02396010169377705
Mutagenic,9,Chi0n,0.016469773733277463
Mutagenic,9,Chi0v,0.023629005359525418
Mutagenic,9,Chi1,0.01329808282880159
Mutagenic,9,Chi1n,0.01889227326082416
Mutagenic,9,Chi1v,0.013730858627225612
Mutagenic,9,Chi2n,0.021487875579525646
Mutagenic,9,Chi2v,0.018158069112028996
Mutagenic,9,Chi3n,0.01444639836202071
Mutagenic,9,Chi3v,0.011638664886276446
Mutagenic,9,Chi4n,0.019784019760748565
Mutagenic,9,Chi4v,0.011181080468812239
Mutagenic,9,EState_VSA2,0.01899473467619563
Mutagenic,9,EState_VSA9,0.027926304393266346
Mutagenic,9,HallKierAlpha,0.027031467256497185
Mutagenic,9,HeavyAtomMolWt,0.026604588832921685
Mutagenic,9,Kappa1,0.030717352149614838
Mutagenic,9,Kappa2,0.025443132138132263
Mutagenic,9,Kappa3,0.03289212724986702
Mutagenic,9,MaxAbsEStateIndex,0.018139588017530586
Mutagenic,9,MaxAbsPartialCharge,0.025782699652388694
Mutagenic,9,MaxEStateIndex,0.019477615316177387
Mutagenic,9,MaxPartialCharge,0.024629789150608174
Mutagenic,9,MinAbsEStateIndex,0.020614609765207275
Mutagenic,9,MinAbsPartialCharge,0.022121551915102313
Mutagenic,9,MinEStateIndex,0.028117245959197165
Mutagenic,9,MinPartialCharge,0.027633618620619367
Mutagenic,9,MolLogP,0.0227367078182885
Mutagenic,9,MolMR,0.027309819389747716
Mutagenic,9,MolWt,0.01944177540177212
Mutagenic,9,NumValenceElectrons,0.012165979408525276
Mutagenic,9,PEOE_VSA1,0.012440239865001342
Mutagenic,9,PEOE_VSA6,0.017634841027782
Mutagenic,9,PEOE_VSA9,0.01488662773078364
Mutagenic,9,SMR_VSA1,0.019603185390459445
Mutagenic,9,SMR_VSA10,0.05690063278743544
Mutagenic,9,SlogP_VSA1,0.00987215803282078
Mutagenic,9,SlogP_VSA2,0.033296070200613544
Mutagenic,9,SlogP_VSA3,0.05908491435487794
Mutagenic,9,VSA_EState1,0.012764145690118236
Mutagenic,9,VSA_EState10,0.010627930641094565
Mutagenic,9,VSA_EState4,0.02002960355709286
Mutagenic,9,VSA_EState5,0.029648402583518904
Mutagenic,9,VSA_EState8,0.018037014503686
Mutagenic,10,BalabanJ,0.02535221968325409
Mutagenic,10,BertzCT,0.0239476894339041
Mutagenic,10,Chi0,0.009579696318200442
Mutagenic,10,Chi0n,0.016643696023684672
Mutagenic,10,Chi0v,0.01829747918365411
Mutagenic,10,Chi1,0.01253717680791114
Mutagenic,10,Chi1n,0.01238194351833173
Mutagenic,10,Chi1v,0.020857387362273144
Mutagenic,10,Chi2n,0.019928958578166015
Mutagenic,10,Chi2v,0.017277999085876357
Mutagenic,10,Chi3n,0.011651712874287708
Mutagenic,10,Chi3v,0.017914449799322746
Mutagenic,10,Chi4n,0.010560325898839913
Mutagenic,10,Chi4v,0.01270225246857257
Mutagenic,10,EState_VSA2,0.013700134729962964
Mutagenic,10,EState_VSA5,0.010126644815587465
Mutagenic,10,EState_VSA8,0.014603762895647299
Mutagenic,10,EState_VSA9,0.025878207630420574
Mutagenic,10,HallKierAlpha,0.030439835649759463
Mutagenic,10,HeavyAtomMolWt,0.028224292096737023
Mutagenic,10,Kappa1,0.027200138294278906
Mutagenic,10,Kappa2,0.02504858987455765
Mutagenic,10,Kappa3,0.027028285840205852
Mutagenic,10,MaxAbsEStateIndex,0.025033545639480462
Mutagenic,10,MaxAbsPartialCharge,0.02245971000739389
Mutagenic,10,MaxEStateIndex,0.021736754805129932
Mutagenic,10,MaxPartialCharge,0.028352401777269044
Mutagenic,10,MinAbsEStateIndex,0.0248152102257592
Mutagenic,10,MinAbsPartialCharge,0.024298523278445085
Mutagenic,10,MinEStateIndex,0.02382404015324712
Mutagenic,10,MinPartialCharge,0.027788460991596424
Mutagenic,10,MolLogP,0.02498376425326923
Mutagenic,10,MolMR,0.02654631746021981
Mutagenic,10,MolWt,0.022636590089673395
Mutagenic,10,NumHeteroatoms,0.01076356854464811
Mutagenic,10,NumValenceElectrons,0.011367843569743172
Mutagenic,10,PEOE_VSA6,0.02062859026941703
Mutagenic,10,SMR_VSA1,0.015022295235843065
Mutagenic,10,SMR_VSA10,0.05885147124041501
Mutagenic,10,SlogP_VSA2,0.03449648033776142
Mutagenic,10,SlogP_VSA3,0.048658883222921306
Mutagenic,10,VSA_EState1,0.016681866341152794
Mutagenic,10,VSA_EState10,0.008312605226205257
Mutagenic,10,VSA_EState5,0.03292595412197009
Mutagenic,10,VSA_EState7,0.024605497955630832
Mutagenic,10,VSA_EState8,0.013326746389372465
Mutagenic,11,BalabanJ,0.0250578573044114
Mutagenic,11,BertzCT,0.02357960082879991
Mutagenic,11,Chi0,0.007720677087266403
Mutagenic,11,Chi0n,0.013149241590234501
Mutagenic,11,Chi0v,0.021124413993587342
Mutagenic,11,Chi1,0.008992639593400534
Mutagenic,11,Chi1n,0.015950811495130182
Mutagenic,11,Chi1v,0.01791028256131774
Mutagenic,11,Chi2n,0.022040071888004793
Mutagenic,11,Chi2v,0.01847559207914534
Mutagenic,11,Chi3n,0.012813053873258292
Mutagenic,11,Chi3v,0.019489497802771278
Mutagenic,11,Chi4n,0.01542031886899076
Mutagenic,11,EState_VSA2,0.013236047447452614
Mutagenic,11,EState_VSA9,0.0341947651251632
Mutagenic,11,HallKierAlpha,0.026561343003804114
Mutagenic,11,HeavyAtomCount,0.005497961931553793
Mutagenic,11,HeavyAtomMolWt,0.02894833199955898
Mutagenic,11,Kappa1,0.030578578234132993
Mutagenic,11,Kappa2,0.028577327788052706
Mutagenic,11,Kappa3,0.0305714484425387
Mutagenic,11,MaxAbsEStateIndex,0.022411483076069244
Mutagenic,11,MaxAbsPartialCharge,0.025480344101193275
Mutagenic,11,MaxEStateIndex,0.023630639250863544
Mutagenic,11,MaxPartialCharge,0.025440716700028333
Mutagenic,11,MinAbsEStateIndex,0.019036870085589453
Mutagenic,11,MinAbsPartialCharge,0.024316916803301492
Mutagenic,11,MinEStateIndex,0.02542023080692679
Mutagenic,11,MinPartialCharge,0.029744283669664386
Mutagenic,11,MolLogP,0.02099196197518222
Mutagenic,11,MolMR,0.01996390499760831
Mutagenic,11,MolWt,0.021642082584298686
Mutagenic,11,NumValenceElectrons,0.008435752992717416
Mutagenic,11,PEOE_VSA6,0.018237495323151248
Mutagenic,11,PEOE_VSA9,0.01926518122318728
Mutagenic,11,SMR_VSA1,0.015916665217466073
Mutagenic,11,SMR_VSA10,0.04613408468098137
Mutagenic,11,SMR_VSA5,0.009247612498075576
Mutagenic,11,SMR_VSA6,0.008352263788500397
Mutagenic,11,SlogP_VSA2,0.033153480336638126
Mutagenic,11,SlogP_VSA3,0.0504239353297036
Mutagenic,11,SlogP_VSA5,0.010331924064058801
Mutagenic,11,VSA_EState10,0.011309813195123499
Mutagenic,11,VSA_EState2,0.018961401841935187
Mutagenic,11,VSA_EState5,0.024730920343128918
Mutagenic,11,VSA_EState6,0.01701156342893819
Mutagenic,11,VSA_EState7,0.016134354250612343
Mutagenic,11,VSA_EState8,0.014384254496480639
Mutagenic,12,BalabanJ,0.02116686631328859
Mutagenic,12,BertzCT,0.021480113431383542
Mutagenic,12,Chi0,0.00860206283911367
Mutagenic,12,Chi0n,0.016036581082897402
Mutagenic,12,Chi0v,0.02388771868160142
Mutagenic,12,Chi1,0.010687962393657695
Mutagenic,12,Chi1n,0.012510434065988278
Mutagenic,12,Chi1v,0.013806863261239189
Mutagenic,12,Chi2n,0.01964772113803325
Mutagenic,12,Chi2v,0.020659123773910104
Mutagenic,12,Chi3n,0.014028022895375839
Mutagenic,12,Chi3v,0.014184843502353184
Mutagenic,12,Chi4n,0.02099272467021151
Mutagenic,12,Chi4v,0.014196940545270436
Mutagenic,12,EState_VSA2,0.016869017137526626
Mutagenic,12,EState_VSA9,0.028579506095897534
Mutagenic,12,HallKierAlpha,0.027146153386904064
Mutagenic,12,HeavyAtomMolWt,0.02094638660689573
Mutagenic,12,Kappa1,0.02821959077326665
Mutagenic,12,Kappa2,0.029659565605931828
Mutagenic,12,Kappa3,0.027692734247243767
Mutagenic,12,MaxAbsEStateIndex,0.023865021057576197
Mutagenic,12,MaxAbsPartialCharge,0.017199740537010982
Mutagenic,12,MaxEStateIndex,0.022448876157290455
Mutagenic,12,MaxPartialCharge,0.02532763120945308
Mutagenic,12,MinAbsEStateIndex,0.01848032387831756
Mutagenic,12,MinAbsPartialCharge,0.020471375359375626
Mutagenic,12,MinEStateIndex,0.025656700879747956
Mutagenic,12,MinPartialCharge,0.02729040456569815
Mutagenic,12,MolLogP,0.02480122682397388
Mutagenic,12,MolMR,0.03145414198261371
Mutagenic,12,MolWt,0.025168434641697896
Mutagenic,12,NumValenceElectrons,0.00758859626631263
Mutagenic,12,PEOE_VSA1,0.010632711816574734
Mutagenic,12,PEOE_VSA6,0.021490585339844492
Mutagenic,12,PEOE_VSA7,0.01933771968462322
Mutagenic,12,PEOE_VSA9,0.014052831315594852
Mutagenic,12,SMR_VSA1,0.02179415400210475
Mutagenic,12,SMR_VSA10,0.052721268379097345
Mutagenic,12,SlogP_VSA2,0.02460285642315038
Mutagenic,12,SlogP_VSA3,0.056898021982504154
Mutagenic,12,TPSA,0.01662082747260787
Mutagenic,12,VSA_EState1,0.017305317081154684
Mutagenic,12,VSA_EState10,0.010782965331417125
Mutagenic,12,VSA_EState5,0.020169928676834155
Mutagenic,12,VSA_EState7,0.01624521077066572
Mutagenic,12,VSA_EState8,0.016592195916768068
Mutagenic,13,BalabanJ,0.02104096875594443
